survey,country,year,Other_Surveys,Completion_DHS_MICS,Completion_DHS_MICS_Note,OutOfSchool_DHS_MICS,DHS_MICS_Note
MICS,Malawi,2014,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Mali,2010,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Mali,2015,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.",UIS does not report number of observations
MICS,Mauritania,2007,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Mauritania,2011,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Mauritania,2015,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Mexico,2015,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Mongolia,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Mongolia,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Mongolia,2010,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Mongolia,2013,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Mongolia,2006-2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
